rule,name,value
ruler_370_r,differential,0
ruler_371_r,differential,0
ruler_372_r,differential,0
ruler_373_r,differential,0
ruler_374_r,differential,0
ruler_375_r,differential,0.8979999999999997
ruler_376_r,differential,0.8979999999999997
ruler_377_r,differential,1.001
ruler_378_r,differential,1.001
ruler_379_r,differential,1.001
ruler_380_r,differential,1.001
ruler_381_r,differential,1.001
ruler_382_r,differential,2.106
ruler_383_r,differential,2.106
ruler_384_r,differential,2.106
ruler_385_r,differential,2.106
ruler_386_r,differential,2.106
ruler_387_r,differential,2.106
ruler_388_r,differential,2.106
ruler_389_r,differential,-2.106
ruler_390_r,differential,2.106
ruler_391_r,differential,-2.106
ruler_392_r,differential,2.106
ruler_393_r,differential,-2.106
ruler_394_r,differential,2.106
ruler_395_r,differential,-2.106
ruler_396_r,differential,-2.106
ruler_397_r,differential,2.106
ruler_398_r,differential,-2.106
ruler_399_r,differential,2.106
ruler_400_r,differential,-2.106
ruler_401_r,differential,2.106
ruler_402_r,differential,-2.106
ruler_403_r,differential,2.106
ruler_404_r,differential,-2.106
ruler_405_r,differential,2.106
ruler_406_r,differential,-2.106
ruler_407_r,differential,2.106
ruler_408_r,differential,2.106
ruler_409_r,differential,2.106
ruler_410_r,differential,2.106
ruler_411_r,differential,2.106
ruler_412_r,differential,2.106
ruler_413_r,differential,2.106
ruler_414_r,differential,2.106
ruler_415_r,differential,2.106
ruler_416_r,differential,2.106
ruler_417_r,differential,-2.106
ruler_418_r,differential,-2.106
ruler_419_r,differential,2.106
ruler_420_r,differential,-2.106
ruler_421_r,differential,2.106
ruler_422_r,differential,-2.106
ruler_423_r,differential,2.106
ruler_424_r,differential,2.106
ruler_425_r,differential,-2.106
ruler_426_r,differential,-2.106
ruler_427_r,differential,2.106
ruler_428_r,differential,-2.106
ruler_429_r,differential,2.106
ruler_430_r,differential,-2.106
ruler_431_r,differential,2.106
ruler_432_r,differential,-2.106
ruler_433_r,differential,2.106
ruler_434_r,differential,-2.106
ruler_435_r,differential,2.106
ruler_436_r,differential,2.106
ruler_437_r,differential,2.106
ruler_438_r,differential,1.2080000000000002
ruler_439_r,differential,1.2080000000000002
ruler_440_r,differential,1.2080000000000002
ruler_441_r,differential,1.2080000000000002
ruler_442_r,differential,1.2080000000000002
ruler_443_r,differential,-1.2080000000000002
ruler_444_r,differential,1.105
ruler_445_r,differential,-1.105
ruler_446_r,differential,-1.105
ruler_447_r,differential,1.105
ruler_448_r,differential,-1.105
ruler_449_r,differential,1.105
ruler_450_r,differential,-1.105
ruler_451_r,differential,1.105
litvec,differential,0.399
litvec-0-0,differential,0.399
litvec-0-1,differential,0.399
litvec-0-2,differential,0.399
litvec-0-3,differential,0.399
